Sample,X,Y,Z
936,0.004,0.000,1.012
937,0.020,-0.008,1.000
938,0.008,-0.027,1.047
939,-0.016,-0.004,1.098
940,-0.023,-0.020,1.082
941,0.035,-0.043,0.930
942,-0.027,0.008,1.086
943,-0.012,0.012,1.043
944,0.004,-0.004,1.023
945,0.004,-0.023,1.043
946,0.023,-0.012,1.055
947,0.023,-0.004,1.039
948,0.008,-0.027,1.043
949,0.000,-0.023,1.043
950,0.004,-0.016,1.035
951,-0.016,0.008,1.020
952,0.000,0.000,1.043
953,-0.012,0.000,0.992
954,-0.012,0.008,1.008
955,0.012,-0.012,1.031
956,-0.008,-0.004,1.023
957,-0.012,-0.008,0.988
958,0.012,-0.012,1.012
959,0.004,0.000,1.043
960,0.012,-0.020,1.008
961,-0.004,0.000,1.051
962,-0.008,0.004,1.035
963,-0.008,0.020,0.992
964,0.016,0.012,1.043
965,0.000,0.016,1.078
966,0.020,0.012,1.066
967,0.023,0.004,1.059
968,0.016,0.004,1.031
969,0.016,0.020,1.008
970,0.000,0.012,0.988
971,-0.004,0.004,1.023
972,-0.004,0.000,1.051
973,-0.016,0.023,1.012
974,-0.008,0.023,1.047
975,-0.008,0.016,1.000
976,-0.008,0.027,1.008
977,0.012,0.035,1.035
978,0.008,0.035,1.008
979,-0.008,0.031,1.039
980,0.004,0.008,1.000
981,-0.008,0.020,1.020
982,-0.004,0.008,1.008
983,0.016,0.027,1.016
984,-0.008,0.027,1.082
985,-0.020,0.023,1.020
986,0.004,0.023,1.059
987,-0.020,0.059,1.066
988,0.016,0.023,1.074
989,0.020,0.016,1.000
990,0.000,0.031,0.988
991,0.023,0.027,1.008
992,0.016,0.023,1.035
993,-0.016,0.027,1.031
994,0.004,0.039,0.996
995,0.016,0.039,1.020
996,-0.012,0.031,1.004
997,-0.004,0.020,1.004
998,-0.004,0.020,1.004
999,-0.016,0.016,0.977
Rate 1399, overflows 0
