Sample,X,Y,Z
67,-0.023,0.012,1.016
68,-0.004,0.004,1.043
69,-0.016,0.000,1.020
70,-0.008,0.008,1.020
71,-0.008,0.004,1.023
72,0.000,0.004,1.027
73,0.000,0.016,1.004
74,-0.012,0.016,1.012
75,-0.020,0.004,0.992
76,0.000,0.008,1.051
77,-0.012,0.008,0.984
78,0.000,-0.016,1.059
79,0.000,0.004,1.035
80,0.004,0.004,1.008
81,0.012,0.008,1.027
82,0.004,0.016,1.035
83,-0.008,0.016,1.008
84,0.000,0.020,0.992
85,-0.012,0.004,1.070
86,-0.020,0.012,1.008
87,0.004,0.008,1.012
88,-0.016,0.020,0.984
89,-0.008,0.008,1.039
90,0.004,0.000,1.020
91,-0.016,0.008,1.055
92,-0.004,0.020,1.109
93,-0.012,0.035,1.031
94,-0.031,0.695,0.887
95,-0.148,1.855,0.738
96,-0.027,1.992,0.938
97,-0.148,1.934,1.215
98,0.062,1.992,1.613
99,-0.086,1.992,1.445
100,-0.348,1.730,1.047
101,-0.434,0.672,0.719
102,-0.434,0.672,0.719
103,0.211,1.070,0.852
104,0.758,1.984,0.875
105,0.637,1.008,0.980
106,0.066,-0.309,0.422
107,0.004,-0.035,1.195
108,0.012,0.438,0.723
109,0.504,1.348,0.934
110,0.316,1.027,0.953
111,-0.594,1.289,1.188
112,0.020,1.926,0.605
113,-0.051,1.855,1.215
114,0.113,1.316,1.301
115,-0.348,1.527,0.992
116,-0.387,1.461,0.797
117,-0.191,1.145,1.051
118,0.000,1.152,1.352
119,-0.020,1.004,0.953
120,-0.238,0.758,0.461
121,0.250,0.930,1.160
122,-0.102,0.855,1.766
123,0.125,0.859,0.816
124,-0.023,0.812,0.941
125,0.156,0.898,1.367
126,-0.039,1.359,1.375
127,0.332,1.664,0.742
128,0.023,1.566,1.004
129,0.137,1.164,1.367
130,0.301,1.008,0.980
131,-0.270,1.203,0.492
132,-0.094,1.270,0.348
133,-0.164,1.184,0.871
134,0.109,1.520,0.953
135,0.453,1.605,0.797
136,-0.523,0.934,0.945
137,-0.055,0.672,0.809
138,0.109,1.188,0.891
139,0.035,1.367,0.797
140,0.234,1.125,1.105
141,-0.121,1.152,1.539
142,0.238,1.203,0.953
143,-0.273,0.676,1.000
144,0.133,1.188,1.090
145,0.238,1.727,1.531
146,-0.211,1.637,0.773
147,0.309,1.031,0.754
148,0.043,1.004,1.559
149,-0.004,1.391,1.449
150,-0.004,1.391,1.449
151,0.141,1.305,0.297
152,-0.551,1.363,1.160
153,0.035,1.672,0.852
154,0.277,1.523,0.758
155,0.020,1.242,1.359
156,-0.172,0.500,1.395
157,-0.586,0.395,0.316
158,-0.023,1.242,0.309
159,0.605,1.352,1.137
160,0.496,1.375,1.172
161,-0.074,1.102,1.207
162,-0.312,0.746,0.406
163,-0.281,0.938,0.965
164,0.316,1.066,1.246
165,0.535,1.723,1.266
166,0.082,1.625,1.512
167,-0.332,1.230,0.625
168,-0.570,0.992,1.047
169,0.488,1.156,0.441
170,0.312,1.559,1.543
171,0.305,1.297,1.551
172,-0.309,1.199,0.688
173,-0.309,1.199,0.688
174,-0.938,0.379,0.410
175,0.219,1.488,0.684
176,0.363,1.391,1.566
177,0.094,1.352,1.512
178,-0.355,0.828,0.734
179,-0.715,1.297,0.422
180,-0.004,1.438,0.914
181,0.480,1.547,1.391
182,0.309,0.977,1.312
183,-0.133,0.734,1.074
184,-0.012,0.773,0.535
185,-0.406,1.086,1.133
186,0.477,1.809,0.734
187,0.293,1.391,1.152
188,0.801,1.012,0.934
189,-0.332,0.316,1.352
190,-0.527,1.359,0.566
191,0.094,1.590,0.492
192,0.168,1.230,1.375
193,0.602,1.430,1.281
194,-0.359,1.328,0.621
195,0.309,0.559,0.266
196,-0.695,1.242,1.312
197,-0.070,1.570,1.621
198,0.578,0.809,0.672
199,-0.625,0.652,0.715
200,0.137,0.887,1.230
201,0.328,1.621,0.941
202,-0.582,1.074,0.758
203,0.320,1.121,1.473
204,-0.152,1.383,1.426
205,-0.082,0.539,0.770
206,0.270,1.141,0.645
207,-0.082,1.730,1.105
208,-0.152,1.676,1.215
209,-0.102,1.305,1.074
210,0.309,1.012,0.934
211,-0.449,1.477,1.051
212,0.363,1.203,0.707
213,0.438,0.969,0.746
214,-0.613,1.773,1.410
215,0.301,1.047,0.879
216,-0.250,0.312,1.055
217,-0.211,0.844,0.949
218,0.324,1.020,0.516
219,-0.270,1.125,0.883
220,0.371,1.453,1.473
221,0.043,1.004,1.219
222,-0.348,1.562,0.617
223,0.012,0.734,0.793
224,-0.090,0.727,1.020
225,0.508,1.582,1.391
226,0.656,0.559,0.613
227,-0.121,1.062,0.879
228,0.059,1.004,0.859
229,-0.004,1.133,0.922
230,0.008,0.879,1.352
231,0.363,0.152,0.801
232,0.336,1.926,0.922
233,0.273,1.305,0.812
234,-0.066,1.484,0.465
235,-0.148,1.137,1.426
236,-0.180,0.832,0.680
237,-0.008,1.598,1.031
238,-0.215,0.789,1.219
239,-0.113,1.520,0.277
240,-0.871,0.734,1.273
241,-0.266,1.582,0.312
242,0.316,0.621,1.504
243,-0.238,-0.227,1.391
244,0.230,-1.160,0.871
245,-0.109,-1.988,1.301
246,0.652,-1.992,0.648
247,0.758,-1.992,1.422
248,-0.109,-1.992,0.141
249,0.359,-1.992,0.801
250,-0.637,-1.633,0.512
251,0.418,-1.504,1.348
252,0.031,-1.195,1.000
253,-0.383,-1.324,1.293
254,0.172,-0.906,0.828
255,-0.664,0.680,0.473
256,0.465,0.414,1.477
257,-0.504,1.203,0.289
258,-0.332,0.066,1.832
259,0.195,-0.496,0.438
260,-0.324,-0.781,1.832
261,0.449,-1.668,0.691
262,-0.656,-1.484,1.398
263,0.082,-1.914,0.645
264,0.426,-1.758,1.184
265,-0.078,-1.953,1.059
266,0.855,-1.973,1.207
267,-0.246,-1.629,1.086
268,-0.426,-1.789,1.230
269,0.477,-1.176,0.656
270,-1.023,-1.234,1.516
271,0.637,-0.852,0.195
272,-0.344,-0.320,0.562
273,-0.684,-0.422,-0.020
274,0.867,0.363,0.773
275,-0.871,-0.363,1.230
276,-0.160,-0.531,1.254
277,0.703,-1.086,1.086
278,-1.066,-1.555,1.465
279,0.664,-0.781,0.613
280,0.938,-1.328,1.355
281,-0.512,-1.730,1.344
282,0.723,-1.582,1.039
283,0.184,-1.812,1.230
284,-0.574,-1.762,1.027
285,0.316,-1.348,1.039
286,0.363,-1.617,1.328
287,0.363,-1.617,1.328
288,-0.320,-0.855,1.070
289,-0.219,-0.832,0.629
290,-0.160,-0.797,0.906
291,-0.520,-0.500,0.539
292,-0.328,-0.684,1.598
293,0.531,-0.590,0.703
294,-0.617,-0.855,0.988
295,-0.387,-1.383,1.078
296,0.234,-1.578,0.574
297,-0.184,-1.340,1.312
298,0.383,-1.824,0.777
299,-0.465,-1.391,1.430
300,0.953,-1.410,1.121
301,-0.020,-1.699,1.398
302,-0.332,-1.656,1.371
303,1.191,-1.320,0.906
304,-0.969,-0.926,1.215
305,0.441,-1.000,0.496
306,-0.152,-0.309,1.656
307,-0.004,-1.090,0.645
308,0.238,-0.980,0.816
309,-0.527,-0.688,1.387
310,0.039,-1.180,0.539
311,-0.098,-1.301,0.398
312,-0.305,-1.391,1.219
313,0.109,-0.988,0.910
314,0.258,-1.844,0.578
315,-0.059,-1.445,0.973
316,0.391,-1.273,1.547
317,0.051,-1.477,0.910
318,0.051,-1.477,0.910
319,-0.551,-1.570,1.711
320,0.004,-0.969,0.672
321,0.344,-0.953,1.242
322,0.023,-0.789,1.062
323,-0.352,-0.395,1.320
324,0.309,-0.758,1.512
325,-0.766,-0.906,1.203
326,0.371,-1.379,0.902
327,0.168,-1.188,0.777
328,-0.281,-0.852,1.469
329,0.332,-1.340,0.848
330,-0.332,-0.938,0.598
331,0.148,-1.883,0.766
332,-0.012,-1.590,0.973
333,0.430,-0.898,0.969
334,-0.145,-1.680,1.559
335,-0.387,-1.695,0.473
336,0.148,-1.348,0.418
337,0.102,-1.086,1.121
338,0.168,-0.199,0.883
339,0.062,-0.406,1.648
340,-0.078,-0.840,1.441
341,-0.398,-1.391,0.938
342,0.320,-1.453,0.750
343,-0.434,-0.434,1.426
344,0.051,-0.793,1.176
345,0.289,-1.391,0.809
346,-0.434,-1.281,1.668
347,0.207,-1.105,0.840
348,-0.215,-1.863,1.051
349,-0.008,-1.617,1.254
350,0.148,-0.777,0.910
351,0.238,-1.238,0.766
352,-0.191,-1.168,1.160
353,-0.160,-0.609,0.770
354,-0.109,-0.918,0.660
355,-0.277,-0.984,1.125
356,0.148,-0.746,1.184
357,0.152,-1.324,1.000
358,-0.258,-0.953,0.574
359,0.324,-0.926,1.008
360,0.062,-1.418,1.305
361,-0.066,-1.535,0.965
362,0.215,-1.578,1.285
363,0.094,-1.051,1.301
364,-0.199,-1.535,0.949
365,0.391,-1.539,0.684
366,-0.266,-1.109,1.113
367,0.039,-1.285,0.984
368,0.129,-0.859,1.227
369,-0.648,-0.941,1.199
370,0.047,-1.191,0.609
371,-0.156,-0.941,1.016
372,-0.070,-0.832,1.195
373,0.297,-1.109,1.113
374,-0.273,-1.012,1.020
375,0.000,-0.918,1.160
376,0.219,-1.320,0.781
377,-0.105,-1.602,1.258
378,-0.059,-1.430,1.555
379,0.289,-0.652,0.828
380,0.059,-1.324,0.883
381,0.141,-1.930,0.754
382,-0.066,-1.316,1.195
383,-0.105,-0.398,1.395
384,0.254,-0.992,0.836
385,-0.266,-1.910,0.980
386,-0.156,-1.145,0.656
387,0.078,-0.371,0.980
388,-0.004,-0.504,1.145
389,-0.180,-1.246,1.160
390,-0.180,-1.246,1.160
391,-0.305,-1.590,0.773
392,-0.082,-0.191,0.867
393,0.074,0.539,1.547
394,0.035,-0.074,1.031
395,-0.508,-0.512,0.883
396,0.164,0.172,1.031
397,0.363,0.988,1.723
398,0.211,0.445,1.270
399,-0.223,-0.422,0.855
400,-0.281,-0.312,0.812
401,0.473,0.137,1.219
402,0.453,0.262,1.391
403,-0.102,-0.328,0.883
404,-0.160,-0.844,0.410
405,0.008,-0.402,0.832
406,0.258,0.227,1.316
407,0.113,0.125,0.895
408,-0.277,-0.312,0.602
409,-0.035,-0.172,0.738
410,-0.004,0.340,1.141
411,-0.078,0.363,1.051
412,-0.051,-0.039,0.984
413,-0.086,-0.254,1.145
414,-0.059,-0.043,1.125
415,0.105,0.008,1.023
416,-0.199,-0.160,1.324
417,-0.035,-0.336,1.242
418,0.156,-0.156,1.172
419,0.043,0.070,1.289
420,0.070,0.062,0.984
421,-0.133,-0.160,1.078
422,0.023,0.031,1.047
423,0.094,0.293,1.020
424,0.012,0.238,0.910
425,0.105,0.043,0.824
426,-0.039,-0.074,0.926
427,-0.207,-0.051,0.848
428,0.098,-0.047,0.809
429,0.137,-0.020,0.988
430,0.031,-0.113,0.941
431,0.043,-0.141,0.758
432,-0.215,-0.062,1.055
433,0.078,0.059,1.113
434,0.117,0.172,1.133
435,-0.008,0.145,1.109
436,0.027,0.121,1.023
437,-0.152,0.090,1.246
438,0.012,0.148,1.188
439,0.051,0.094,1.180
440,-0.059,0.027,1.109
441,0.051,-0.027,0.973
442,-0.020,-0.027,1.078
443,-0.180,-0.039,1.059
444,-0.016,-0.102,0.930
445,-0.004,0.055,1.074
446,0.078,0.129,0.934
447,-0.020,0.039,0.840
448,-0.188,0.078,0.902
449,0.062,0.160,1.055
450,0.027,0.184,1.047
451,0.148,0.172,0.902
452,0.113,0.113,0.992
453,-0.078,-0.016,1.039
454,0.043,-0.035,0.977
455,0.121,0.117,1.098
456,0.090,0.102,1.078
457,0.098,-0.043,0.945
458,-0.109,-0.070,1.039
459,-0.113,0.086,1.027
460,0.008,0.168,1.074
461,-0.043,0.098,1.023
462,0.031,0.090,1.016
463,-0.113,0.039,0.930
464,-0.164,0.059,0.996
465,0.000,0.094,1.082
466,-0.066,0.031,1.141
467,-0.004,-0.035,1.004
468,0.031,-0.012,0.980
469,-0.023,0.016,1.105
470,-0.035,-0.031,1.062
471,-0.020,-0.082,1.055
472,0.156,0.074,1.074
473,0.172,0.164,1.059
474,0.035,0.082,0.977
475,-0.027,-0.020,0.945
476,-0.031,0.012,0.996
477,0.094,0.160,1.016
478,0.156,0.141,0.980
479,-0.047,-0.035,0.918
480,-0.137,-0.117,0.840
481,-0.031,-0.055,1.023
482,0.008,0.098,1.086
483,0.070,0.000,0.926
484,-0.047,-0.121,0.988
485,-0.125,-0.102,1.074
486,-0.039,0.016,1.078
487,-0.023,0.055,1.156
488,0.051,0.023,1.082
489,-0.004,-0.035,1.129
490,-0.055,-0.016,1.125
491,0.020,0.047,1.074
492,0.027,0.012,1.203
493,0.039,-0.059,1.094
494,0.078,-0.062,1.039
495,0.027,0.000,1.016
496,-0.020,-0.039,1.012
497,-0.047,-0.121,0.969
498,-0.023,-0.066,0.949
499,0.113,-0.012,0.953
500,0.039,0.004,0.895
501,-0.051,-0.078,0.934
502,-0.090,-0.066,0.926
503,-0.098,-0.059,1.062
504,0.090,0.012,0.953
505,0.051,0.055,1.082
506,-0.004,-0.102,0.926
507,-0.090,-0.160,1.078
508,-0.051,-0.066,1.141
509,0.094,0.031,1.184
510,0.070,-0.043,1.102
511,-0.012,-0.121,1.125
512,-0.023,-0.094,1.109
513,-0.055,-0.016,1.098
514,0.031,0.004,1.152
515,0.078,-0.016,1.090
516,-0.051,-0.047,1.039
517,-0.027,-0.043,0.965
518,-0.055,-0.031,0.980
519,-0.051,-0.027,0.988
520,0.023,-0.074,0.926
521,-0.023,-0.055,0.941
522,0.008,-0.020,0.969
523,-0.023,-0.027,0.980
524,-0.027,-0.047,0.941
525,0.051,0.004,1.016
526,0.105,0.043,1.078
527,0.105,0.043,1.078
528,0.059,0.043,1.023
529,-0.008,-0.008,1.035
530,-0.020,-0.027,1.129
531,-0.023,0.012,1.055
532,0.117,0.062,1.000
533,0.062,0.031,1.152
534,-0.059,-0.062,1.020
535,-0.082,-0.066,0.984
536,-0.043,0.043,1.082
537,0.055,0.098,1.105
538,0.047,0.039,1.031
539,-0.027,-0.004,0.980
540,-0.074,0.012,0.973
541,-0.055,0.047,0.984
542,-0.020,0.047,1.008
543,0.008,0.023,1.020
544,-0.008,0.023,0.973
545,-0.016,0.027,0.945
546,-0.035,0.035,1.012
547,-0.027,0.023,0.957
548,0.090,0.039,0.996
549,0.094,0.129,1.070
550,0.055,0.117,1.047
551,0.000,0.055,0.977
552,-0.012,0.066,1.027
553,0.047,0.137,1.008
554,0.047,0.152,1.016
555,0.000,0.070,0.980
556,-0.027,0.016,0.996
557,-0.125,0.023,0.969
558,0.027,0.102,0.977
559,0.059,0.105,1.062
560,-0.023,0.062,1.008
561,-0.070,0.016,0.930
562,-0.090,0.059,0.988
563,-0.020,0.117,1.062
564,0.027,0.105,1.062
565,0.016,0.074,0.980
566,-0.008,0.066,1.008
567,-0.008,0.066,1.023
568,0.008,0.074,1.031
569,0.062,0.055,1.027
570,0.066,0.035,1.027
571,0.039,0.055,1.047
572,0.012,0.074,0.977
573,-0.031,0.043,0.957
574,-0.031,0.051,0.992
575,0.059,0.090,0.996
576,0.070,0.105,1.055
577,-0.016,0.051,0.949
578,-0.074,0.023,1.008
579,-0.047,0.047,0.988
580,0.020,0.051,1.039
581,0.082,0.062,1.047
582,0.004,0.016,1.039
583,-0.094,-0.066,1.035
584,-0.090,-0.031,0.988
585,0.004,0.055,1.055
586,0.031,0.086,1.051
587,0.000,0.000,1.012
588,-0.031,-0.008,1.000
589,-0.016,0.051,1.074
590,0.031,0.062,1.059
591,0.059,0.023,1.035
592,0.027,-0.008,1.070
593,0.027,-0.008,1.070
594,0.016,-0.031,0.984
595,0.008,-0.016,1.008
596,0.000,-0.016,1.012
597,0.016,-0.027,0.996
598,-0.004,-0.066,0.977
599,-0.008,-0.004,0.961
600,0.004,0.035,0.973
601,-0.031,-0.012,0.980
602,-0.031,-0.016,0.949
603,0.059,0.000,1.031
604,0.055,0.012,1.051
605,-0.008,-0.027,0.984
606,-0.074,-0.098,1.039
607,-0.039,-0.078,1.109
608,0.035,-0.043,1.121
609,0.051,-0.051,1.086
610,0.016,-0.098,1.109
611,-0.059,-0.094,1.074
612,-0.047,-0.051,1.051
613,0.078,0.020,1.055
614,0.043,0.035,1.043
615,0.004,-0.031,1.023
616,-0.027,-0.043,0.977
617,-0.031,-0.020,0.992
618,-0.008,-0.004,1.020
619,0.012,-0.031,0.992
620,0.023,-0.066,1.016
621,0.008,-0.059,1.066
622,-0.027,-0.035,1.035
623,-0.020,-0.055,1.027
624,0.039,-0.051,0.996
625,0.012,-0.008,1.004
626,0.004,-0.004,0.941
627,-0.027,0.020,0.980
628,-0.012,-0.008,1.027
629,0.031,0.012,0.965
630,0.020,0.035,1.051
631,0.000,0.020,1.113
632,-0.020,-0.047,1.074
633,-0.039,-0.035,1.059
634,0.008,-0.020,1.086
635,0.016,-0.004,1.047
636,0.070,-0.016,1.066
637,0.012,-0.016,1.016
638,-0.043,-0.012,0.965
639,-0.016,0.016,0.988
640,0.008,0.051,1.000
641,0.027,0.047,0.938
642,0.000,0.008,0.957
643,-0.039,0.020,0.996
644,-0.020,0.023,0.953
645,0.020,0.051,0.977
646,0.023,0.027,1.016
647,0.000,0.004,1.043
648,0.008,-0.023,1.043
649,-0.008,0.023,0.973
650,-0.012,0.031,1.082
651,0.020,0.027,0.961
652,0.008,0.035,1.016
653,-0.031,0.059,1.008
654,-0.008,0.059,1.027
655,-0.020,0.023,1.020
656,0.016,0.043,1.012
657,0.043,0.090,1.023
658,0.023,0.059,1.043
659,-0.016,0.020,1.012
660,-0.023,0.012,1.012
661,-0.020,0.055,0.988
662,0.043,0.066,0.980
663,0.039,0.055,1.004
664,-0.031,0.008,0.992
665,-0.020,0.035,0.957
666,-0.012,0.090,1.012
667,0.020,0.086,0.992
668,0.023,0.043,1.020
669,0.000,0.055,1.004
670,0.004,0.074,1.008
671,-0.004,0.062,1.016
672,-0.008,0.059,1.039
673,0.027,0.086,1.078
674,0.012,0.059,1.020
675,0.020,0.035,0.961
676,-0.023,0.043,1.043
677,-0.004,0.031,1.008
678,-0.008,0.023,0.980
679,0.008,0.047,1.059
680,0.004,0.066,0.992
681,-0.012,0.027,0.980
682,-0.047,0.020,1.031
683,-0.027,0.051,1.004
684,0.027,0.043,1.016
685,-0.027,0.031,1.043
686,-0.020,0.004,1.035
687,-0.027,0.008,1.031
688,0.008,0.012,0.961
689,0.047,0.031,1.020
690,0.012,0.000,1.023
691,-0.023,-0.027,1.008
692,-0.027,0.000,1.012
693,0.004,0.055,1.035
694,0.035,0.035,1.031
695,0.027,-0.008,0.988
696,0.008,0.027,1.027
697,0.000,0.039,0.988
698,0.004,0.000,0.969
699,0.012,-0.012,1.094
700,-0.012,0.004,1.039
701,-0.012,-0.008,0.988
702,0.000,-0.039,1.055
703,-0.012,-0.027,1.016
704,-0.020,-0.027,1.035
705,-0.008,-0.043,0.992
706,0.020,-0.016,1.074
707,-0.004,-0.008,1.043
708,-0.023,-0.023,0.984
709,-0.012,-0.039,0.980
710,-0.020,-0.023,1.016
711,0.031,-0.008,1.027
712,0.016,-0.027,1.035
713,-0.016,-0.043,1.023
714,-0.012,-0.062,1.047
715,0.004,-0.031,1.062
716,0.027,-0.016,1.035
717,0.016,-0.051,1.078
718,-0.023,-0.082,1.027
719,-0.023,-0.051,1.023
720,0.027,-0.016,1.012
721,0.008,-0.020,0.984
722,-0.012,-0.078,0.980
723,-0.055,-0.062,1.012
724,0.012,-0.027,1.039
725,0.004,-0.020,1.043
726,-0.031,-0.047,1.051
727,0.000,-0.059,1.043
728,-0.012,-0.027,1.055
729,0.016,-0.043,1.047
730,0.000,-0.055,1.066
731,0.016,-0.043,1.035
732,0.020,-0.027,1.031
733,0.039,-0.020,1.070
734,0.031,-0.035,1.043
735,-0.016,-0.047,1.016
736,-0.012,-0.023,1.004
737,0.000,-0.004,1.027
738,0.004,0.000,1.016
739,-0.004,-0.008,1.020
740,-0.016,-0.023,1.016
741,-0.012,-0.004,1.020
742,0.012,0.004,1.004
743,0.020,-0.012,1.066
744,0.031,-0.039,1.051
745,-0.012,-0.035,1.020
746,-0.043,-0.008,1.020
747,0.008,-0.008,1.066
748,-0.020,0.008,1.043
749,-0.039,-0.012,1.023
750,0.008,0.020,1.027
751,-0.004,0.016,1.027
752,0.016,0.031,1.016
753,0.035,0.039,1.035
754,0.035,0.008,1.066
755,0.008,0.023,1.027
756,0.012,0.023,0.996
757,0.000,0.004,1.027
758,0.031,-0.008,0.988
759,0.008,0.008,1.039
760,0.012,0.031,1.000
761,-0.016,0.000,1.020
762,-0.027,0.016,0.969
763,0.000,0.059,0.969
764,0.016,0.066,0.988
765,0.012,0.066,1.004
766,-0.012,0.055,1.004
767,0.000,0.051,0.996
768,0.004,0.066,0.980
769,0.012,0.051,1.039
770,0.016,0.055,1.051
771,0.008,0.012,1.090
772,-0.031,0.004,1.020
773,-0.031,0.023,0.965
774,0.004,0.031,0.965
775,0.000,0.035,1.016
776,0.031,0.059,1.047
777,0.012,0.074,0.996
778,0.004,0.059,0.996
779,-0.016,0.051,1.027
780,-0.008,0.047,1.020
781,0.016,0.039,1.008
782,0.008,0.031,1.008
783,-0.008,0.016,1.012
784,0.000,0.004,1.020
785,0.004,0.000,1.023
786,0.000,0.016,0.980
787,-0.008,0.016,0.984
788,0.000,0.027,1.016
789,-0.023,0.031,1.012
790,0.004,0.047,1.035
791,0.004,0.047,1.035
792,0.004,0.047,1.035
793,0.012,0.059,1.000
794,0.023,0.039,1.043
795,-0.020,0.008,1.066
796,-0.055,0.012,1.027
797,-0.008,0.016,1.066
798,0.004,0.016,1.062
799,0.027,-0.008,1.031
800,-0.004,-0.023,1.039
801,-0.027,-0.023,1.004
802,-0.020,-0.004,1.012
803,-0.016,0.000,1.027
804,0.020,0.012,1.027
805,0.000,0.016,1.027
806,-0.020,0.004,1.059
807,-0.016,0.016,0.973
808,0.004,-0.012,1.031
809,0.000,-0.012,1.000
810,0.023,-0.012,1.035
811,0.035,-0.020,1.066
812,0.012,-0.027,0.984
813,-0.004,-0.027,1.016
814,-0.008,-0.020,1.008
815,-0.004,-0.023,0.984
816,0.016,-0.027,1.031
817,-0.023,-0.012,1.035
818,-0.008,-0.004,1.027
819,-0.031,-0.020,1.082
820,0.004,-0.023,1.043
821,0.020,-0.008,1.020
822,0.000,-0.027,1.070
823,-0.008,-0.055,1.082
824,-0.016,-0.031,1.035
825,0.000,-0.020,1.055
826,0.008,-0.031,1.016
827,0.000,-0.043,1.039
828,-0.004,-0.031,1.070
829,-0.012,-0.023,1.043
830,-0.004,-0.020,1.031
831,-0.004,-0.027,1.016
832,0.012,-0.035,0.965
833,0.000,-0.023,1.000
834,0.004,-0.008,1.059
835,-0.012,-0.027,0.996
836,0.004,-0.039,0.961
837,0.008,-0.016,1.004
838,0.012,-0.016,1.047
839,0.012,-0.012,1.008
840,-0.012,-0.012,1.059
841,-0.035,0.004,1.059
842,0.055,-0.020,1.062
843,0.012,-0.004,1.086
844,-0.047,-0.008,1.012
845,-0.031,-0.012,1.098
846,0.016,0.000,1.031
847,-0.004,0.000,1.027
848,-0.016,0.000,1.039
849,-0.008,-0.004,1.062
850,-0.012,-0.012,1.047
851,0.020,0.016,1.059
852,0.020,0.027,1.031
853,0.012,-0.012,1.020
854,0.000,-0.008,1.047
855,-0.012,0.016,1.020
856,0.012,0.016,0.988
857,0.012,0.008,1.012
858,0.000,0.004,1.039
859,-0.004,0.020,0.988
860,0.012,0.016,1.016
861,-0.008,0.020,0.992
862,0.000,0.023,0.980
863,0.008,0.035,0.996
864,0.027,0.035,1.109
865,0.008,0.051,1.055
866,0.004,0.059,0.969
867,-0.039,0.016,1.035
868,-0.004,0.027,1.023
869,0.008,0.039,1.000
870,-0.016,0.008,0.984
871,-0.008,0.016,1.070
872,-0.023,0.023,1.016
873,0.004,0.023,1.016
874,0.016,0.027,0.996
875,0.008,0.047,1.000
876,-0.004,0.066,1.004
877,0.008,0.070,1.000
878,0.016,0.066,0.996
879,0.020,0.078,1.055
880,0.023,0.059,0.996
881,0.016,0.023,1.004
882,0.020,0.016,1.020
883,0.000,0.043,1.008
884,0.020,0.023,0.977
885,0.016,0.020,0.984
886,-0.004,0.027,1.020
887,0.008,0.062,0.969
888,0.008,0.039,1.016
889,-0.016,0.062,1.027
890,0.012,0.066,1.016
891,-0.008,0.086,1.000
892,-0.008,0.047,1.004
893,-0.008,0.035,1.039
894,-0.016,0.000,1.008
895,-0.012,0.020,1.008
896,0.012,0.020,1.059
897,0.023,0.004,1.043
898,-0.012,0.004,1.004
899,0.000,0.023,1.004
900,0.016,0.047,1.031
901,0.016,0.043,1.000
902,0.008,0.043,1.004
903,0.020,0.043,1.000
904,0.020,0.039,1.008
905,0.012,0.023,1.012
906,0.012,0.020,0.988
907,0.012,0.020,1.020
908,0.004,-0.008,1.055
909,0.000,-0.012,1.008
910,-0.035,-0.012,1.035
911,-0.008,0.000,0.996
912,-0.051,0.000,1.055
913,-0.012,-0.012,1.035
914,-0.012,0.023,1.113
915,-0.023,0.000,1.051
916,0.031,0.004,1.020
917,0.008,-0.004,1.086
918,0.004,0.016,1.020
919,0.012,0.004,1.047
920,0.016,-0.023,1.059
921,0.020,-0.016,1.035
922,0.008,-0.012,1.035
923,0.031,-0.012,1.000
924,-0.012,-0.039,1.039
925,-0.008,-0.020,0.996
926,-0.008,-0.004,0.996
927,0.016,0.004,0.988
928,-0.012,0.004,1.012
929,-0.004,0.000,1.055
930,-0.004,-0.004,1.020
931,0.020,-0.016,1.047
932,-0.004,0.004,1.016
933,-0.012,-0.020,1.051
934,0.008,-0.023,1.047
935,0.004,-0.027,1.074
936,0.000,-0.031,1.020
937,0.020,-0.039,1.055
