Sample,X,Y,Z
945,0.004,0.020,1.066
946,0.023,0.023,1.082
947,0.016,-0.004,1.074
948,-0.016,-0.020,1.098
949,0.000,0.000,1.066
950,0.016,0.012,1.047
951,0.000,0.031,1.047
952,0.012,0.012,0.965
953,0.008,-0.012,0.977
954,-0.004,-0.012,0.977
955,-0.012,-0.012,0.965
956,0.023,0.004,1.000
957,0.020,0.016,0.961
958,0.012,0.027,0.945
959,0.035,0.016,0.965
960,0.035,0.016,0.965
961,-0.008,0.012,0.957
962,-0.012,0.016,1.059
963,0.020,0.008,1.035
964,0.008,0.000,1.039
965,0.031,-0.020,1.066
966,-0.027,-0.023,1.078
967,-0.004,0.008,1.016
968,0.031,0.020,1.062
969,0.012,0.020,1.047
970,0.012,0.039,1.016
971,0.004,0.055,1.020
972,0.020,0.039,1.035
973,0.023,0.023,1.012
974,0.016,-0.016,1.031
975,-0.008,-0.012,0.973
976,-0.008,-0.016,1.012
977,-0.008,-0.016,1.012
978,-0.004,-0.012,0.980
979,-0.004,-0.016,1.020
980,0.008,-0.012,0.945
981,0.020,0.039,0.969
982,0.027,0.062,0.969
983,0.020,0.043,0.949
984,0.008,0.039,0.996
985,0.035,0.020,1.020
986,0.008,0.004,1.035
987,0.004,-0.027,1.000
988,-0.004,-0.051,0.984
989,0.043,0.008,1.062
990,0.035,0.051,1.094
991,-0.008,0.023,0.992
992,0.008,0.062,1.082
993,0.027,0.051,1.020
994,0.020,0.031,1.035
995,0.008,0.020,1.070
996,-0.012,0.004,0.973
997,0.000,0.000,1.039
998,0.016,0.004,1.004
999,0.008,-0.016,0.980
Rate 1398, overflows 0
