Sample,X,Y,Z
920,-0.035,-0.012,1.000
921,-0.035,0.031,1.020
922,-0.004,0.020,1.027
923,0.004,0.016,1.035
924,-0.008,0.020,1.035
925,-0.031,0.008,1.051
926,-0.004,0.004,0.996
927,-0.016,0.012,1.035
928,-0.012,0.020,1.035
929,-0.047,-0.008,1.004
930,-0.016,-0.008,1.012
931,0.004,0.008,1.047
932,-0.012,0.004,1.047
933,-0.031,-0.004,0.973
934,-0.027,0.004,1.043
935,-0.027,0.016,0.988
936,-0.016,0.020,1.059
937,-0.008,0.000,1.000
938,-0.039,0.035,1.055
939,-0.020,-0.008,1.039
940,-0.035,0.016,1.082
941,-0.031,0.008,0.973
942,-0.055,-0.016,1.039
943,-0.008,0.000,0.992
944,-0.027,0.008,1.047
945,-0.016,0.012,1.004
946,-0.031,0.012,1.035
947,-0.047,0.008,1.012
948,-0.023,0.016,0.980
949,-0.035,0.012,0.977
950,-0.035,0.016,1.004
951,-0.047,0.012,1.047
952,0.004,0.012,1.000
953,-0.012,0.012,1.047
954,-0.047,-0.004,1.016
955,-0.039,-0.016,1.004
956,-0.055,-0.016,1.008
957,-0.004,0.012,1.023
958,-0.020,0.008,1.020
959,-0.031,0.004,1.027
960,-0.031,0.004,1.027
961,-0.055,0.012,1.020
962,-0.008,0.016,1.035
963,-0.008,0.016,1.051
964,-0.062,-0.004,1.039
965,-0.008,0.004,0.945
966,-0.016,0.000,1.059
967,-0.023,-0.012,1.004
968,-0.016,0.016,1.004
969,-0.027,0.016,1.043
970,-0.023,-0.008,1.031
971,-0.027,-0.012,1.016
972,-0.027,0.004,1.035
973,-0.008,0.004,1.062
974,-0.035,0.008,1.023
975,-0.012,0.020,0.996
976,0.004,0.004,1.031
977,0.004,0.004,1.031
978,-0.016,0.000,1.059
979,-0.035,0.008,1.043
980,-0.023,-0.008,1.047
981,-0.008,-0.016,1.035
982,-0.016,-0.008,1.031
983,-0.020,-0.012,1.035
984,-0.035,-0.012,1.031
985,-0.008,0.020,1.035
986,-0.016,0.023,1.039
987,-0.016,0.016,0.961
988,-0.016,0.012,1.004
989,-0.043,-0.008,0.996
990,-0.012,-0.043,1.016
991,0.027,0.020,0.992
992,-0.016,0.008,0.977
993,-0.020,-0.008,1.023
994,-0.004,-0.008,1.008
995,-0.016,0.004,1.004
996,-0.004,0.008,1.020
997,-0.023,0.012,1.027
998,-0.047,-0.012,1.035
999,-0.023,0.012,1.012
Rate 1413, overflows 0
