Sample,X,Y,Z
123,-0.738,0.391,0.691
124,-0.246,0.754,0.738
125,-0.488,0.082,0.473
126,-0.840,-0.664,0.094
127,-0.297,-0.340,-0.039
128,-1.020,0.336,1.148
129,-0.145,0.344,0.273
130,-0.336,-0.078,0.848
131,-0.500,0.188,1.137
132,-0.750,0.266,1.113
133,-1.211,-0.262,1.352
134,-1.480,0.164,1.195
135,-1.410,0.570,1.758
136,-1.336,0.125,1.957
137,-1.516,-0.422,1.602
138,-1.199,-0.445,0.930
139,-1.434,-0.512,1.109
140,-1.645,-0.668,0.785
141,-1.129,-0.043,0.320
142,-0.816,0.609,1.355
143,-0.910,1.215,1.254
144,-0.793,0.484,0.578
145,-1.227,-0.816,0.719
146,-1.008,-0.840,0.156
147,0.078,0.316,0.633
148,-0.055,0.781,1.023
149,-0.211,0.754,0.586
150,-0.484,-0.379,0.430
151,-1.582,-1.027,0.746
152,-0.688,-0.195,0.320
153,-0.203,0.191,1.258
154,-0.980,0.449,1.262
155,-0.996,0.242,1.176
156,-1.539,0.062,0.980
157,-1.582,0.113,1.109
158,-1.469,0.430,1.422
159,-1.137,0.105,1.430
160,-1.676,-0.031,1.715
161,-1.094,-0.258,0.977
162,-1.645,-0.805,0.992
163,-1.762,-0.668,0.906
164,-0.289,-0.180,1.266
165,-0.805,0.375,1.539
166,-0.871,0.188,0.867
167,-0.340,-0.484,0.637
168,-1.023,0.258,0.859
169,0.375,-0.062,1.070
170,-0.453,0.270,1.062
171,-0.566,0.410,0.500
172,-0.633,0.203,0.766
173,-0.766,0.609,1.227
174,-0.207,0.410,1.254
175,-1.363,-0.254,0.969
176,-1.590,-0.730,0.102
177,-1.832,-0.320,0.871
178,-1.000,0.367,1.453
179,-1.250,0.426,1.789
180,-1.469,-0.422,0.965
181,-1.973,-0.777,0.023
182,-1.582,-0.051,0.625
183,-1.238,0.617,1.586
184,0.219,0.789,1.918
185,-1.020,0.031,1.043
186,-1.590,-0.977,0.195
187,-1.457,-0.754,0.148
188,-1.316,0.566,1.707
189,0.410,0.727,1.738
190,-0.152,0.473,1.234
191,-0.977,0.566,0.637
192,-1.008,-0.035,0.648
193,-1.562,-0.473,0.984
194,-0.254,0.105,1.098
195,-0.113,0.461,1.504
196,-0.879,0.031,1.016
197,-1.223,-0.566,0.730
198,-1.781,-0.105,0.672
199,-0.945,0.340,1.691
200,-1.219,-0.281,1.664
201,-1.469,-0.637,0.355
202,-1.438,-0.020,0.500
203,-1.902,0.711,1.520
204,-0.965,1.246,1.223
205,-0.969,0.402,0.715
206,-0.852,-0.941,0.418
207,-1.320,-1.133,0.836
208,-0.746,-0.078,0.211
209,-1.246,0.312,1.461
210,-0.711,0.531,1.387
211,-0.566,0.465,0.891
212,-0.117,-0.320,0.754
213,-1.164,-0.434,0.867
214,-0.883,-0.133,0.551
215,-1.074,0.191,1.152
216,-0.898,0.148,1.441
217,-0.594,-0.137,0.996
218,-0.648,0.156,1.234
219,-1.211,0.238,1.441
220,-1.789,0.062,1.160
221,-0.789,0.461,0.688
222,-1.098,-0.020,1.312
223,-0.996,-0.504,1.023
224,-0.449,-0.035,0.598
225,-1.848,0.090,1.449
226,-1.473,0.141,1.402
227,-0.832,0.223,1.562
228,-1.816,0.035,1.312
229,-1.160,-0.402,0.395
230,-0.652,-0.055,0.906
231,-1.691,0.691,1.254
232,0.242,0.438,0.609
233,-0.492,0.309,1.254
234,-0.941,-0.066,0.758
235,0.191,-0.508,0.117
236,-0.766,-0.340,0.500
237,-1.266,0.145,1.027
238,0.340,-0.309,1.094
239,-1.102,-0.105,1.156
240,-0.246,-0.848,0.555
241,-0.273,-0.648,0.973
242,-0.707,0.258,0.684
243,-0.766,-0.254,1.625
244,-1.324,0.180,1.227
245,-0.008,0.406,0.172
246,-1.570,0.016,1.742
247,-1.184,0.512,0.871
248,-0.141,-0.113,1.277
249,-1.953,0.848,1.820
250,-0.188,0.141,1.113
251,-1.500,-0.137,1.180
252,-1.152,-0.656,0.422
253,-0.250,0.016,0.605
254,-1.777,0.680,1.719
255,-0.078,0.254,0.645
256,-1.637,0.473,1.777
257,-0.082,0.008,0.793
258,-1.004,0.121,0.824
259,-0.828,-1.520,0.586
260,0.281,-0.688,-1.141
261,-0.082,-1.035,0.785
262,1.812,0.234,-0.227
263,1.602,1.625,1.336
264,1.992,0.500,0.883
265,1.992,0.500,0.883
266,1.297,-0.535,-0.160
267,1.891,-1.414,0.457
268,1.992,0.102,0.238
269,1.766,0.699,1.992
270,1.992,1.215,1.402
271,1.133,0.395,1.812
272,1.699,-0.137,1.387
273,1.633,0.496,1.590
274,1.324,0.238,1.781
275,1.062,0.504,1.578
276,-0.852,0.414,1.285
277,0.457,-0.371,0.520
278,-1.500,-0.738,1.496
279,-0.582,-0.520,0.043
280,0.609,-1.238,0.418
281,-1.629,-0.266,0.395
282,1.430,-0.438,0.059
283,-0.703,0.309,0.844
284,0.867,1.188,0.090
285,1.906,-0.551,0.270
286,-0.867,-1.262,0.461
287,1.871,-0.652,-0.707
288,0.809,0.492,1.836
289,1.992,1.242,1.234
290,1.992,0.629,1.188
291,1.238,0.039,1.543
292,1.992,0.121,0.172
293,0.992,0.172,1.992
294,1.449,-0.066,1.688
295,1.672,0.328,1.688
296,0.566,0.281,1.848
297,1.148,-0.473,0.719
298,0.703,-0.059,1.426
299,-0.543,0.375,0.902
300,-0.773,-0.582,0.871
301,-0.215,-0.281,0.789
302,-0.508,0.074,0.172
303,-0.566,-0.484,0.895
304,1.062,-0.125,-0.301
305,-0.242,0.238,0.777
306,0.293,-0.527,-0.188
307,1.785,-0.336,-0.348
308,0.531,0.305,1.016
309,1.875,-0.250,0.574
310,1.992,0.426,0.859
311,1.359,0.195,1.520
312,1.992,-0.414,0.266
313,1.586,0.766,1.375
314,1.602,1.250,1.934
315,1.930,0.027,1.809
316,0.773,-0.188,1.777
317,0.840,-0.172,1.570
318,0.969,-0.656,1.395
319,0.910,-0.105,1.242
320,0.539,0.730,1.547
321,0.387,0.281,1.633
322,-0.340,-0.250,0.492
323,-1.031,-0.406,0.816
324,0.582,-0.887,0.133
325,-0.625,-0.191,0.836
326,0.617,0.086,-0.148
327,1.102,0.055,0.266
328,0.668,0.133,0.008
329,0.668,0.133,0.008
330,1.520,-0.016,0.172
331,0.906,-0.562,0.539
332,0.836,-0.555,0.426
333,1.609,-0.129,0.801
334,1.930,0.770,0.484
335,1.992,1.332,1.305
336,1.992,0.652,1.105
337,1.242,-0.121,1.320
338,0.922,-0.660,1.875
339,0.594,-0.133,1.945
340,0.730,-0.047,1.980
341,0.703,-0.363,1.938
342,0.703,-0.363,1.938
343,0.773,0.043,1.312
344,1.492,0.328,1.461
345,-0.086,0.379,1.258
346,-0.305,-0.195,0.949
347,-0.062,0.121,0.730
348,-0.082,-0.301,1.320
349,0.926,-0.527,-0.035
350,0.855,-0.176,0.273
351,0.559,0.172,-0.164
352,1.547,-0.168,-0.156
353,1.660,0.043,0.387
354,1.168,0.281,0.422
355,1.891,-0.352,0.594
356,0.660,-0.203,0.098
357,1.336,-0.051,0.930
358,1.953,0.223,1.262
359,1.973,0.871,1.574
360,1.648,0.816,1.715
361,0.973,-0.004,1.680
362,0.660,-0.105,1.711
363,0.953,-0.504,1.941
364,1.211,-0.273,1.445
365,0.594,-0.266,1.488
366,0.070,-0.688,1.312
367,0.109,-0.539,0.914
368,1.707,0.133,1.070
369,0.297,0.648,1.352
370,0.113,0.578,0.379
371,1.039,0.035,-0.109
372,0.625,-0.172,0.320
373,1.703,-0.293,0.355
374,1.734,0.125,0.543
375,1.133,0.332,0.242
376,0.945,-0.578,0.543
377,1.641,-0.902,0.133
378,1.836,0.145,0.664
379,1.469,0.543,1.586
380,1.336,0.133,1.012
381,0.875,0.035,0.996
382,1.383,-0.039,1.211
383,1.258,0.688,1.340
384,0.516,1.082,1.527
385,0.824,0.004,1.449
386,0.719,-0.816,0.969
387,0.379,-0.578,1.133
388,0.648,-0.492,1.758
389,0.734,-0.102,1.277
390,0.770,-0.090,0.578
391,1.359,0.152,0.414
392,1.016,0.500,0.645
393,1.266,0.492,0.574
394,1.711,-0.082,0.328
395,0.789,-0.484,0.301
396,1.391,-0.309,0.297
397,0.922,-0.027,0.797
398,0.758,-0.047,0.875
399,1.672,0.051,0.508
400,1.508,0.676,0.535
401,1.852,0.699,1.184
402,1.605,0.246,1.500
403,1.094,-0.070,1.336
404,0.879,-0.629,1.465
405,0.547,-0.184,1.590
406,0.348,0.410,1.734
407,1.020,-0.246,1.922
408,1.020,-0.078,1.152
409,0.926,-0.363,0.820
410,0.445,-0.504,1.188
411,0.531,0.512,1.176
412,1.109,0.898,1.234
413,0.789,0.332,0.867
414,0.961,-0.348,0.098
415,1.379,-0.355,0.266
416,0.922,0.188,0.746
417,1.059,-0.238,0.754
418,1.258,-0.215,0.000
419,1.672,-0.121,0.695
420,0.965,-0.070,1.328
421,1.227,0.391,0.629
422,1.184,0.145,0.953
423,0.539,-0.094,1.062
424,1.770,0.254,1.031
425,1.516,0.504,1.938
426,1.004,0.402,1.715
427,0.637,-0.164,1.117
428,-0.164,-0.613,0.914
429,0.617,-0.152,1.336
430,1.406,0.215,1.805
431,0.930,-0.086,1.141
432,0.609,-0.246,0.715
433,-0.055,-0.246,0.770
434,-0.539,0.086,1.344
435,0.355,0.547,1.023
436,0.379,0.551,0.539
437,-0.289,0.383,0.816
438,-0.047,0.004,0.785
439,-0.762,-0.570,0.953
440,-0.742,-0.691,0.750
441,0.062,-0.199,0.336
442,0.254,0.109,0.902
443,0.203,0.133,1.039
444,-0.113,-0.156,0.996
445,-0.254,-0.797,0.633
446,-0.188,-0.539,0.238
447,0.684,0.539,0.992
448,0.473,1.441,1.531
449,0.172,0.789,1.520
450,0.180,-0.535,0.676
451,-0.094,-0.578,0.535
452,0.379,0.129,1.215
453,0.379,0.328,1.957
454,0.086,0.129,1.746
455,-0.074,-0.434,1.113
456,-0.203,-0.281,1.164
457,-0.195,0.188,1.227
458,-0.125,0.383,1.586
459,-0.277,0.316,0.953
460,-0.422,-0.227,1.047
461,-0.586,-0.391,1.020
462,-0.102,0.016,0.820
463,0.125,0.348,1.121
464,0.250,0.316,0.867
465,0.375,-0.066,0.594
466,0.086,-0.395,0.508
467,-0.008,-0.141,0.723
468,0.105,0.027,0.816
469,0.176,0.168,1.090
470,0.082,0.340,0.902
471,-0.098,-0.066,0.887
472,-0.320,-0.176,0.809
473,0.062,0.004,0.676
474,0.086,0.238,0.953
475,0.023,0.281,1.051
476,0.234,0.016,0.871
477,-0.281,-0.262,1.055
478,-0.219,-0.230,1.086
479,-0.285,0.004,1.418
480,-0.242,0.078,1.477
481,0.047,0.105,1.254
482,-0.070,-0.020,1.156
483,-0.055,0.059,1.129
484,0.262,0.250,1.418
485,0.086,0.238,1.277
486,0.109,-0.039,0.992
487,0.109,-0.172,0.875
488,0.129,-0.031,0.906
489,0.262,0.148,0.957
490,0.199,0.191,0.777
491,0.012,0.082,0.824
492,0.039,0.059,0.789
493,-0.105,0.031,0.781
494,-0.246,-0.004,0.883
495,-0.125,-0.031,0.832
496,-0.234,-0.078,0.953
497,-0.098,-0.121,0.824
498,-0.117,-0.113,0.938
499,0.066,-0.008,0.965
500,0.004,0.051,1.062
501,0.078,0.008,0.977
502,0.090,0.043,1.094
503,0.066,0.152,1.223
504,0.211,0.152,1.258
505,0.004,0.055,1.254
506,0.066,-0.051,1.242
507,0.168,-0.055,1.242
508,0.152,0.082,1.230
509,0.094,0.086,1.148
510,0.094,0.000,1.047
511,0.031,-0.074,0.941
512,-0.082,-0.051,0.918
513,-0.039,0.008,0.961
514,-0.094,0.066,0.977
515,-0.047,0.082,0.801
516,0.004,0.039,0.762
517,-0.145,0.004,0.863
518,-0.039,-0.012,0.793
519,-0.043,-0.090,0.891
520,-0.105,-0.172,0.930
521,-0.043,-0.207,0.973
522,0.070,-0.078,0.988
523,0.195,0.082,1.094
524,0.219,0.195,1.137
525,0.199,0.203,1.105
526,0.125,0.129,1.227
527,0.020,0.012,1.219
528,-0.023,-0.039,1.273
529,-0.047,-0.039,1.246
530,-0.031,-0.039,1.129
531,0.016,-0.020,1.070
532,0.008,0.000,0.902
533,0.035,0.051,0.965
534,-0.012,0.008,0.973
535,-0.172,-0.109,0.945
536,-0.184,-0.129,0.852
537,-0.070,0.000,0.848
538,-0.051,0.109,0.852
539,0.039,0.160,0.816
540,0.062,0.074,0.816
541,0.023,-0.031,0.891
542,-0.008,-0.094,0.980
543,-0.047,-0.141,1.086
544,0.039,-0.082,1.078
545,0.105,0.035,1.098
546,0.137,0.113,1.039
547,0.145,0.164,1.082
548,0.062,0.164,1.156
549,0.000,0.070,1.191
550,-0.121,-0.062,1.203
551,-0.188,-0.160,1.172
552,-0.164,-0.121,1.184
553,-0.043,-0.004,1.098
554,-0.023,0.078,1.004
555,-0.008,0.078,0.863
556,-0.062,0.031,0.930
557,-0.129,-0.031,0.887
558,-0.105,-0.098,0.918
559,-0.113,-0.059,0.957
560,-0.016,0.031,0.898
561,0.055,0.078,0.887
562,0.113,0.086,0.809
563,0.109,0.086,0.922
564,0.043,0.004,0.984
565,-0.047,-0.109,1.023
566,-0.051,-0.168,1.148
567,-0.023,-0.062,1.160
568,0.047,0.062,1.195
569,0.062,0.113,1.125
570,0.059,0.117,1.082
571,0.008,0.141,1.082
572,-0.074,0.051,1.156
573,-0.129,-0.082,1.121
574,-0.160,-0.137,1.090
575,-0.117,-0.117,1.027
576,0.035,-0.020,1.051
577,0.031,0.023,0.918
578,0.082,0.062,0.938
579,0.059,0.051,0.898
580,-0.004,0.000,0.898
581,0.035,-0.012,0.973
582,0.031,0.000,0.914
583,0.078,0.016,0.926
584,0.078,0.031,0.957
585,0.094,0.043,1.016
586,0.078,0.043,1.023
587,0.047,-0.004,1.059
588,0.039,-0.062,1.109
589,-0.020,-0.043,1.113
590,0.027,0.000,1.074
591,-0.004,0.016,1.113
592,0.004,0.051,1.074
593,-0.016,0.051,1.109
594,-0.008,0.031,1.051
595,-0.020,-0.016,1.055
596,-0.051,-0.035,1.039
597,0.023,0.000,0.969
598,0.031,0.008,0.977
599,0.031,0.008,0.977
600,0.043,0.012,0.910
601,0.023,0.004,0.844
602,0.066,0.020,0.969
603,0.031,0.031,0.906
604,0.008,-0.008,1.016
605,0.043,0.000,0.906
606,0.090,0.066,0.945
607,0.051,0.059,1.004
608,0.000,0.008,1.004
609,-0.020,-0.023,0.992
610,-0.035,-0.035,1.082
611,-0.070,-0.027,1.098
612,-0.047,-0.047,1.055
613,-0.027,-0.020,1.109
614,-0.008,0.047,1.059
615,-0.008,0.082,1.062
616,-0.027,0.059,1.051
617,-0.016,0.020,1.031
618,-0.020,-0.043,1.023
619,-0.039,-0.074,1.012
620,0.000,-0.074,0.949
621,0.070,0.012,0.957
622,0.004,0.070,1.020
623,0.031,0.031,0.926
624,0.027,0.000,0.949
625,-0.012,0.027,0.883
626,-0.035,0.035,0.980
627,-0.016,0.004,1.004
628,-0.004,-0.027,0.984
629,-0.008,0.000,0.961
630,0.027,0.004,0.953
631,-0.070,0.008,1.105
632,-0.004,-0.031,1.020
633,-0.023,-0.039,1.074
634,-0.062,-0.035,1.105
635,-0.008,-0.016,1.102
636,0.023,0.020,1.113
637,0.023,0.016,1.062
638,0.027,0.023,1.004
639,0.031,0.008,1.012
640,0.016,0.000,1.016
641,0.035,-0.012,1.035
642,0.023,-0.012,0.977
643,0.055,0.023,1.023
644,0.039,0.043,0.949
645,0.020,-0.004,0.977
646,-0.016,-0.031,0.977
647,-0.035,-0.012,1.066
648,0.008,-0.004,1.020
649,0.023,0.016,0.984
650,0.008,0.051,0.930
651,0.074,0.051,1.027
652,0.035,0.023,0.992
653,-0.020,-0.008,1.051
654,-0.023,-0.047,0.938
655,-0.023,-0.031,1.074
656,0.012,-0.023,1.086
657,0.027,0.016,1.043
658,0.105,0.066,1.066
659,0.121,0.086,1.086
660,0.051,0.023,1.047
661,0.020,-0.047,1.023
662,-0.020,-0.035,1.055
663,0.004,-0.008,1.031
664,0.055,0.012,0.941
665,0.035,0.055,0.926
666,0.070,0.078,0.910
667,0.062,0.055,0.914
668,0.008,0.008,0.977
669,-0.031,-0.047,0.992
670,-0.031,-0.051,1.012
671,-0.008,-0.023,1.047
672,0.055,0.020,1.102
673,0.051,0.066,1.027
674,0.074,0.074,0.996
675,0.047,0.078,1.129
676,0.047,0.008,1.062
677,0.004,-0.016,1.082
678,0.004,-0.023,1.039
679,0.035,-0.016,1.055
680,0.051,0.016,0.973
681,0.090,0.047,0.992
682,0.051,0.043,0.961
683,0.016,0.039,0.973
684,-0.020,0.012,0.910
685,0.000,0.012,0.961
686,0.000,0.027,0.961
687,-0.008,0.031,0.977
688,0.023,0.008,0.945
689,0.020,0.027,0.965
690,0.012,0.000,1.031
691,0.004,0.004,0.980
692,0.023,-0.004,1.004
693,0.016,0.008,1.023
694,0.055,0.031,1.039
695,0.062,0.059,1.051
696,0.039,0.059,1.047
697,0.051,0.047,1.141
698,0.004,0.023,1.082
699,-0.055,-0.016,1.016
700,-0.004,0.004,1.070
701,0.012,0.035,1.035
702,0.008,0.039,1.023
703,0.043,0.039,0.969
704,0.012,0.035,0.965
705,-0.004,0.016,0.977
706,0.000,0.008,0.973
707,-0.008,0.016,0.977
708,0.004,0.016,0.969
709,0.027,0.012,0.934
710,0.039,0.031,0.984
711,0.051,0.047,0.977
712,0.031,0.031,1.066
713,0.008,-0.012,1.055
714,0.016,-0.020,1.047
715,0.012,-0.008,1.070
716,0.012,0.016,1.070
717,0.020,0.023,1.062
718,0.070,0.051,1.047
719,0.082,0.070,1.008
720,0.047,0.027,1.055
721,-0.008,-0.020,0.973
722,-0.020,-0.043,1.023
723,-0.016,-0.023,1.027
724,-0.016,-0.004,0.969
725,0.047,0.004,0.926
726,0.031,0.035,0.910
727,0.055,0.043,0.984
728,0.059,0.027,0.988
729,0.016,0.004,1.031
730,-0.008,-0.027,1.035
731,0.008,-0.035,1.023
732,0.023,0.008,1.008
733,0.051,0.023,1.035
734,0.059,0.059,1.020
735,0.043,0.027,1.059
736,0.027,-0.008,1.043
737,0.016,-0.004,1.047
738,-0.023,-0.012,1.074
739,0.027,-0.004,1.043
740,0.043,0.031,1.078
741,0.047,0.043,0.977
742,0.066,0.039,0.980
743,0.047,0.020,1.004
744,0.023,0.004,0.953
745,0.043,0.004,0.977
746,-0.012,-0.004,1.035
747,0.020,-0.008,1.055
748,0.031,0.035,0.938
749,0.039,0.051,0.965
750,0.039,0.062,1.008
751,0.020,0.023,1.023
752,0.000,-0.004,0.984
753,0.000,-0.004,1.027
754,0.012,0.023,1.027
755,0.027,0.062,1.027
756,0.043,0.043,1.043
757,0.027,0.023,1.055
758,0.008,0.023,1.047
759,0.000,0.023,1.066
760,0.008,0.016,1.051
761,0.016,0.027,1.051
762,0.016,0.039,1.051
763,0.035,0.051,0.992
764,0.055,0.043,0.992
765,0.020,0.020,0.973
766,0.020,0.020,0.973
767,0.023,0.008,0.992
768,0.000,-0.004,0.934
769,-0.012,-0.012,0.965
770,0.000,0.000,0.938
771,0.020,0.039,0.996
772,0.012,0.070,0.953
773,0.031,0.047,1.027
774,0.000,0.039,1.062
775,-0.004,0.016,1.004
776,-0.008,0.016,1.016
777,-0.016,0.023,1.020
778,0.004,0.039,1.066
779,0.039,0.043,1.027
780,0.031,0.035,1.059
781,0.051,0.012,1.066
782,0.016,0.012,1.031
783,0.004,0.000,1.004
784,0.020,0.004,1.027
785,0.012,0.031,0.988
786,0.004,0.035,0.977
787,0.027,0.035,0.980
788,0.023,0.020,0.988
789,-0.008,0.016,1.039
790,0.012,0.016,0.996
791,-0.016,0.004,1.000
792,0.016,0.012,0.969
793,0.023,0.012,0.941
794,-0.023,0.047,0.977
795,0.059,0.031,1.027
796,0.027,0.020,1.043
797,0.031,0.008,0.980
798,0.020,0.020,1.000
799,0.012,0.004,1.035
800,0.004,0.004,1.043
801,0.016,0.016,0.988
802,0.000,0.023,1.012
803,0.004,0.016,0.992
804,0.004,0.012,1.016
805,0.016,0.012,1.008
806,0.023,0.008,1.020
807,-0.004,0.004,0.977
808,0.012,0.000,1.008
809,0.000,0.000,0.988
810,0.023,0.004,1.020
811,0.012,0.008,0.996
812,0.016,0.020,1.008
813,0.004,-0.004,1.039
814,0.016,0.000,1.031
815,0.016,-0.004,1.012
816,0.008,0.008,1.020
817,0.008,0.016,1.023
818,0.055,0.023,0.996
819,0.043,0.008,1.004
820,-0.020,0.027,0.996
821,-0.020,0.004,1.035
822,-0.012,-0.008,1.074
823,-0.027,-0.004,1.012
824,-0.004,0.000,1.051
825,0.004,0.008,1.012
826,0.016,0.012,1.031
827,0.008,0.027,1.023
828,0.012,0.023,1.023
829,-0.004,0.000,0.984
830,-0.004,0.000,0.984
831,-0.020,-0.020,1.004
832,0.000,-0.020,1.035
833,0.023,0.020,1.012
834,0.020,0.027,0.969
835,0.000,0.023,1.000
836,0.012,0.012,0.992
837,-0.008,0.016,0.988
838,-0.008,0.004,0.988
839,-0.012,-0.012,1.008
840,-0.012,-0.012,1.031
841,0.023,0.020,0.961
842,-0.012,0.031,1.062
843,0.047,0.031,1.090
844,-0.008,0.016,1.047
845,-0.004,-0.004,0.938
846,-0.023,0.039,1.043
847,-0.031,0.043,1.066
848,0.008,-0.012,1.039
849,-0.008,-0.043,1.051
850,0.039,0.008,0.996
851,0.027,0.035,1.047
852,0.012,0.004,1.000
853,-0.008,-0.020,0.961
854,-0.016,-0.012,0.965
855,0.000,0.035,0.965
856,0.016,0.070,1.004
857,0.016,0.051,0.969
858,0.016,0.016,0.992
859,0.000,0.008,0.988
860,-0.008,0.000,0.992
861,-0.016,-0.008,0.980
862,0.012,0.008,1.031
863,-0.012,0.012,1.051
864,0.027,0.039,1.059
865,0.020,0.043,1.074
866,0.020,0.047,1.008
867,-0.008,0.020,1.000
868,-0.023,-0.023,0.992
869,-0.039,-0.020,0.988
870,0.008,0.012,0.996
871,0.023,0.020,1.027
872,0.039,0.027,1.039
873,0.020,0.008,0.977
874,0.027,0.000,0.977
875,-0.008,0.008,0.996
876,-0.023,0.004,0.973
877,0.000,0.012,0.992
878,0.004,0.016,1.000
879,0.012,0.039,0.980
880,0.012,0.039,1.000
881,0.023,0.008,0.988
882,0.008,-0.004,0.988
883,-0.004,-0.027,1.055
884,-0.004,-0.020,1.047
885,0.008,0.000,1.051
886,0.008,0.000,1.051
887,0.020,0.031,1.070
888,0.012,0.031,1.062
889,0.055,0.039,1.027
890,0.051,0.023,1.020
891,-0.027,0.000,1.031
892,-0.047,-0.004,0.992
893,-0.020,-0.031,1.062
894,0.004,-0.031,1.004
895,0.027,0.000,0.992
896,0.016,0.008,0.980
897,0.023,0.023,0.961
898,0.004,0.012,1.020
899,-0.008,0.004,0.977
900,0.000,0.016,0.992
901,-0.004,0.016,1.016
902,0.027,0.000,0.977
903,-0.004,0.004,1.008
904,0.016,0.008,1.043
905,0.016,0.012,1.031
906,0.004,-0.008,1.043
907,-0.008,0.004,1.043
908,-0.020,-0.004,1.078
909,-0.020,0.000,1.070
910,-0.008,0.004,1.055
911,0.000,0.012,1.020
912,0.000,0.012,1.020
913,-0.004,0.020,1.008
914,-0.020,-0.008,0.988
915,0.035,-0.004,0.984
916,0.008,0.016,1.027
917,-0.008,0.020,1.020
918,0.016,0.020,0.980
919,0.027,-0.016,0.957
920,-0.004,0.000,0.992
921,0.008,0.020,1.023
922,0.016,0.020,0.973
923,0.008,0.004,0.965
924,0.023,0.012,0.945
925,0.004,0.008,0.984
926,0.020,-0.004,1.031
927,-0.008,-0.012,1.000
928,-0.012,-0.008,1.027
929,0.000,0.004,1.031
930,0.000,0.012,1.039
931,0.008,0.004,1.059
932,-0.012,0.020,1.047
933,-0.004,0.012,1.035
934,0.016,0.000,1.051
935,0.012,0.000,1.004
936,0.012,-0.004,1.031
937,0.016,-0.012,1.004
938,0.051,-0.008,1.004
939,0.023,-0.016,1.008
940,0.020,0.012,1.012
941,0.035,0.004,1.016
942,0.047,0.012,0.984
943,0.012,0.016,0.984
944,0.035,0.023,0.973
945,0.023,0.020,1.016
946,-0.004,0.008,1.031
