Sample,X,Y,Z
933,-0.023,0.016,1.047
934,-0.031,0.016,0.996
935,-0.035,-0.004,1.035
936,-0.027,-0.012,1.039
937,-0.027,-0.012,1.039
938,-0.035,-0.008,1.000
939,-0.066,-0.008,1.051
940,-0.012,-0.008,1.031
941,-0.020,0.008,1.047
942,-0.012,0.008,1.035
943,-0.031,0.020,1.004
944,-0.039,0.039,1.023
945,-0.004,0.008,1.004
946,-0.008,-0.008,1.035
947,-0.027,-0.012,1.047
948,-0.031,0.004,1.000
949,-0.012,-0.004,1.020
950,-0.004,-0.012,1.008
951,0.008,0.008,0.965
952,-0.020,-0.016,1.008
953,-0.047,-0.020,1.012
954,-0.020,0.004,1.023
955,-0.012,0.008,0.984
956,-0.016,0.008,1.008
957,-0.012,0.008,1.051
958,-0.004,0.020,1.051
959,0.000,0.004,1.043
960,-0.004,-0.004,1.070
961,-0.043,-0.027,1.055
962,-0.039,-0.031,1.062
963,0.004,-0.016,1.066
964,-0.016,-0.004,1.020
965,-0.031,-0.004,0.992
966,-0.031,-0.004,0.992
967,-0.004,-0.008,1.066
968,-0.008,0.000,1.039
969,-0.004,-0.012,1.027
970,-0.008,0.000,1.008
971,-0.031,0.020,0.992
972,-0.023,0.012,1.008
973,-0.016,0.008,1.000
974,-0.016,0.012,1.023
975,-0.023,0.008,1.020
976,-0.012,-0.008,1.043
977,-0.012,-0.012,1.055
978,-0.020,0.000,1.078
979,-0.012,0.004,1.023
980,-0.008,0.008,1.035
981,-0.016,0.000,1.066
982,0.008,0.008,1.039
983,-0.020,0.008,0.977
984,-0.020,0.000,1.043
985,-0.031,-0.004,1.016
986,-0.004,-0.012,0.988
987,-0.012,0.004,1.082
988,0.020,0.008,0.984
989,-0.027,0.012,1.012
990,-0.027,-0.008,1.031
991,-0.043,-0.031,1.023
992,-0.008,0.008,1.016
993,-0.031,0.004,1.035
994,-0.027,0.008,1.004
995,-0.023,0.004,1.059
996,-0.027,0.016,1.059
997,0.004,0.008,1.039
998,0.000,0.016,1.023
999,-0.031,-0.008,1.039
Rate 1398, overflows 0
